tittle;rooms;price;meters;bathrooms;garage;terrace;zipcode;year;hotels
Chalet adosado en Plaza de la Gavidia-San Lorenzo, Sevilla;5 hab.;830;325 m²;4;0;0;41002;1950;17
Chalet adosado en Plaza de la Gavidia-San Lorenzo, Sevilla;6 hab.;745;247 m²;3;0;1;41002;2006;17
Chalet adosado en Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;580;150 m²;2;0;1;41002;1998;17
Chalet adosado en Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;580;150 m²;2;0;1;41002;0;17
Chalet adosado en Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;560,25;151 m²;2;0;1;41002;1928;17
Chalet adosado en Puebla de Cazalla, 67, Palmete-Padre Pío-Hacienda San Antonio, Sevilla;6 hab.;85;205 m²;2;0;1;41006;1978;1
Chalet adosado en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;10 hab.;850;375 m²;5;0;0;41003;1946;44
Chalet adosado en Puerta de la Carne - Judería, Sevilla;4 hab.;1200;391 m²;3;0;1;41004;0;53
Chalet adosado en Puerta de la Carne - Judería, Sevilla;6 hab.;960;330 m²;2;0;1;41004;1970;53
Chalet adosado en Puerta de la Carne - Judería, Sevilla;2 hab.;875;210 m²;3;0;1;41004;0;53
Chalet adosado en Puerta de la Carne - Judería, Sevilla;3 hab.;649;240 m²;2;0;1;41004;1900;53
Chalet adosado en Reina Mercedes - Heliópolis, Sevilla;5 hab.;520;290 m²;5;0;1;41012;0;3
Chalet adosado en RÍO DE LA PLATA, El Porvenir, Sevilla;8 hab.;650;508 m²;6;0;1;41013;1928;3
Chalet adosado en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;1 hab.;128;60 m²;1;0;0;41010;1950;5
Chalet adosado en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;1 hab.;129;46 m²;1;0;1;41010;1950;5
Chalet adosado en San Jerónimo, Sevilla;2 hab.;40;30 m²;1;0;0;41015;1952;0
Chalet adosado en San Julián, Sevilla;5 hab.;850;295 m²;4;1;1;41003;1977;44
Chalet adosado en San Julián, Sevilla;5 hab.;396;200 m²;2;0;1;41003;0;44
Chalet adosado en San Julián, Sevilla;5 hab.;396;200 m²;2;0;1;41003;0;44
Chalet adosado en San Julián, Sevilla;5 hab.;318;165 m²;3;1;1;41003;1989;44
Chalet adosado en San Vicente, Sevilla;3 hab.;649;225 m²;3;0;1;41002;0;17
Chalet adosado en San Vicente, Sevilla;4 hab.;570;203 m²;1;0;1;41002;0;17
Chalet adosado en Santa Ana, Alameda, Sevilla;6 hab.;850;271 m²;4;0;1;41002;1900;17
Chalet adosado en Santa Ana, Plaza de la Gavidia-San Lorenzo, Sevilla;4 hab.;685;233 m²;2;0;1;41002;0;17
Chalet adosado en Santa Clara, Sevilla;5 hab.;1500;528 m²;5;1;1;41007;2010;3
Chalet adosado en Santa Cruz - Alfalfa, Sevilla;3 hab.;2000;1.000 m²;2;0;0;41004;0;53
Chalet adosado en Santa Cruz - Alfalfa, Sevilla;7 hab.;2000;425 m²;4;0;0;41004;1950;53
Chalet adosado en Santa Cruz - Alfalfa, Sevilla;n;1200;490 m²;n;0;0;41004;1975;53
Chalet adosado en Santa Cruz - Alfalfa, Sevilla;10 hab.;900;529 m²;6;0;0;41004;1856;53
Chalet adosado en Santa Cruz - Alfalfa, Sevilla;5 hab.;650;360 m²;5;0;0;41004;1900;53
Chalet adosado en sol, San Julián, Sevilla;6 hab.;939;612 m²;3;0;0;41003;1900;44
Chalet adosado en Tiro de Línea, Sevilla;4 hab.;365;216 m²;3;0;1;41013;1960;3
Chalet adosado en Torreblanca, Sevilla;5 hab.;107;370 m²;1;0;0;41016;1978;1
Chalet adosado en Torreblanca, Sevilla;3 hab.;115;127 m²;1;0;1;41016;1969;1
Chalet adosado en via Nova, 10, Palmete-Padre Pío-Hacienda San Antonio, Sevilla;4 hab.;261;253 m²;2;1;0;41016;0;1
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;399;252 m²;3;1;1;41020;1992;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;395;206 m²;3;1;1;41020;1994;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;3 hab.;329,999;181 m²;1;1;1;41020;1982;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;329,99;180 m²;3;1;1;41020;1995;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;6 hab.;288,99;178 m²;2;1;1;41020;1989;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;287;159 m²;2;1;1;41020;1990;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;279,99;241 m²;2;1;1;41020;1990;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;3 hab.;270;163 m²;2;1;1;41020;1991;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;260;120 m²;2;1;1;41020;1988;6
Chalet en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;260;122 m²;3;1;1;41020;1994;6
Chalet en Amate, Sevilla;6 hab.;199;190 m²;3;0;1;41006;1949;1
Chalet en Arenal - Museo, Sevilla;6 hab.;1390;720 m²;6;1;1;41001;0;48
Chalet en Arenal - Museo, Sevilla;6 hab.;950;279 m²;3;0;0;41001;1860;48
Chalet en Arenal - Museo, Sevilla;6 hab.;865;410 m²;3;1;0;41001;1955;48
Chalet en Arenal - Museo, Sevilla;4 hab.;815;232 m²;4;0;0;41001;1980;48
Chalet en Arroyo - Santa Justa, Sevilla;4 hab.;201,5;121 m²;2;0;0;41007;0;3
Chalet en avenida de Italia, Los Bermejales, Sevilla;4 hab.;603,8;295 m²;2;0;0;41012;0;3
Chalet en Avenida de las Ciencias, Sevilla;5 hab.;269,4;200 m²;3;1;1;41020;2001;6
Chalet en Avenida de las Ciencias, Sevilla;5 hab.;262,787;149 m²;2;1;1;41020;1990;6
Chalet en Avenida de las Ciencias, Sevilla;6 hab.;247;260 m²;3;0;1;41020;1989;6
Chalet en avenida Dinamarca, 53, Los Bermejales, Sevilla;4 hab.;603,8;295 m²;3;0;0;41012;0;3
Chalet en avenida Juan XXIII, Santa Aurelia, Sevilla;4 hab.;69,9;81 m²;1;0;1;41006;1965;1
Chalet en avenida Manuel Siurot, La Palmera - Manuel Siurot, Sevilla;5 hab.;1625;670 m²;4;1;0;41013;1938;3
Chalet en avenida Padre García Tejero, Reina Mercedes - Heliópolis, Sevilla;7 hab.;1910,4;662 m²;4;0;0;41012;1980;3
Chalet en Barrio León - Tardón, Sevilla;8 hab.;500;229 m²;4;0;1;41010;1950;5
Chalet en calle Alejandro Collantes, Nervión, Sevilla;5 hab.;318,15;153 m²;2;0;1;41005;0;2
Chalet en calle Balompié, Avenida de las Ciencias, Sevilla;3 hab.;204,8;112 m²;2;0;0;41020;0;6
Chalet en calle Dolores León, Barrio León - Tardón, Sevilla;4 hab.;449;181 m²;4;0;1;41010;0;5
Chalet en calle Enrique Flórez, Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;2 hab.;160;65 m²;2;0;1;41005;0;2
Chalet en calle Farnesio, 10, Santa Cruz - Alfalfa, Sevilla;8 hab.;900;473 m²;6;0;1;41004;1920;53
Chalet en calle Gerona, Encarnación-Las Setas, Sevilla;8 hab.;1185;370 m²;4;1;1;41003;0;44
Chalet en calle Jaime Ferranz, Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;8 hab.;371;314 m²;8;0;0;41005;0;2
Chalet en calle Jesús del Gran Poder, Plaza de la Gavidia-San Lorenzo, Sevilla;11 hab.;1765;430 m²;0;1;1;41002;1900;17
Chalet en calle Juan Pablos, Felipe II - Bueno Monreal, Sevilla;1 hab.;1325;216 m²;1;0;0;41013;0;3
Chalet en calle Manuel Ramón Alarcón, Luis Montoto - Santa Justa, Sevilla;5 hab.;475;176 m²;3;1;1;41007;1960;3
Chalet en calle Miguel Ángel, 103, Bellavista, Sevilla;2 hab.;49;56 m²;1;0;0;41014;1958;3
Chalet en calle Minerva, Bellavista, Sevilla;4 hab.;90;122 m²;2;0;1;41014;1974;3
Chalet en calle Montevideo, El Porvenir, Sevilla;3 hab.;460;145 m²;2;0;1;41013;2011;3
Chalet en calle Nufro Sánchez, Arroyo - Santa Justa, Sevilla;3 hab.;250;121 m²;2;0;1;41007;2016;3
Chalet en calle Paraguay, Reina Mercedes - Heliópolis, Sevilla;7 hab.;979,5;374 m²;6;0;0;41012;1929;3
Chalet en calle Peñuelas, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;11 hab.;600;362 m²;2;0;1;41003;0;44
Chalet en calle Recaredo, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;10 hab.;635;454 m²;3;0;1;41003;0;44
Chalet en calle Toro, Pino Montano, Sevilla;4 hab.;169;378 m²;2;0;0;41015;0;0
Chalet en calle Virgen del Prado, 5, López de Gomara, Sevilla;4 hab.;498;171 m²;3;0;1;41010;1990;5
Chalet en callejón Golfo, Santa Cruz - Alfalfa, Sevilla;5 hab.;850;200 m²;4;0;1;41004;0;53
Chalet en Cerro del Águila, Sevilla;3 hab.;100;100 m²;2;0;0;41006;1980;1
Chalet en Cerro del Águila, Sevilla;2 hab.;190,8;168 m²;1;1;0;41006;0;1
Chalet en Cruz Roja - Capuchinos, Sevilla;5 hab.;650;382 m²;4;1;1;41009;2009;2
Chalet en Cruz Roja - Capuchinos, Sevilla;4 hab.;570;301 m²;4;1;0;41009;1940;2
Chalet en Cruz Roja - Capuchinos, Sevilla;4 hab.;550;301 m²;4;1;0;41009;1940;2
Chalet en Encarnación-Las Setas, Sevilla;10 hab.;850;585 m²;n;0;1;41003;1970;44
Chalet en Feria, Sevilla;8 hab.;715;393 m²;2;0;0;41003;0;44
Chalet en Feria, Sevilla;8 hab.;715;393 m²;2;0;0;41003;0;44
Chalet en Feria, Sevilla;n;675;393 m²;n;0;0;41003;0;44
Chalet en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;53 m²;100;53 m²;n;0;0;41005;1950;2
Chalet en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;7 hab.;319;285 m²;3;1;1;41005;1990;2
Chalet en Juan de Oñate, Nervión, Sevilla;5 hab.;340;162 m²;2;0;1;41005;0;2
Chalet en La Plata, Sevilla;3 hab.;69;76 m²;2;0;1;41006;1970;1
Chalet en La Plata, Sevilla;4 hab.;85;116 m²;1;0;0;41006;1950;1
Chalet en La Plata, Sevilla;6 hab.;115;135 m²;2;0;0;41006;1958;1
Chalet en Los Bermejales, Sevilla;3 hab.;330;164 m²;1;1;0;41012;1952;3
Chalet en Los Carteros - San Diego, Sevilla;3 hab.;152;148 m²;2;1;1;41015;1940;0
Chalet en Los Carteros - San Diego, Sevilla;3 hab.;152;148 m²;2;1;1;41015;1940;0
Chalet en Luis Montoto - Santa Justa, Sevilla;4 hab.;525;159 m²;3;0;0;41007;1960;3
Chalet en Luis Montoto - Santa Justa, Sevilla;5 hab.;470;190 m²;3;1;1;41007;0;3
Chalet en Luis Montoto - Santa Justa, Sevilla;4 hab.;445;236 m²;2;0;1;41007;1955;3
Chalet en Nervión, Sevilla;5 hab.;1149;498 m²;6;1;1;41005;2006;2
Chalet en Nervión, Sevilla;5 hab.;976;410 m²;4;0;0;41005;0;2
Chalet en Nervión, Sevilla;12 hab.;950;395 m²;6;1;1;41005;2006;2
Chalet en Nervión, Sevilla;4 hab.;445;180 m²;2;1;0;41005;1941;2
Chalet en Nervión, Sevilla;4 hab.;400;178 m²;2;1;1;41005;1950;2
Chalet en Nervión, Sevilla;4 hab.;370;126 m²;2;1;1;41005;1987;2
Chalet en Nervión, Sevilla;4 hab.;370;126 m²;3;1;1;41005;1987;2
Chalet en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;4 hab.;85;210 m²;3;0;1;41016;0;1
Chalet en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;5 hab.;152;162 m²;2;0;1;41016;1978;1
Chalet en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;290;246 m²;3;1;1;41016;2008;1
Chalet en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;4 hab.;261;235 m²;2;0;0;41016;0;1
Chalet en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;5 hab.;152;162 m²;2;0;1;41016;1978;1
Chalet en Parlamento - Torneo, Sevilla;6 hab.;275;170 m²;5;1;1;41009;1949;2
Chalet en Pino Montano, Sevilla;3 hab.;134,99;120 m²;2;1;1;41015;0;0
Chalet en Pino Montano, Sevilla;4 hab.;187,5;378 m²;2;1;1;41015;2000;0
Chalet en Pino Montano, Sevilla;4 hab.;169;378 m²;2;0;0;41015;0;0
Chalet en Pino Montano, Sevilla;5 hab.;159,075;174 m²;2;1;1;41015;1967;0
Chalet en Pio Xii, Sevilla;2 hab.;480;154 m²;3;0;0;41008;0;1
Chalet en plaza Retiro, Bellavista, Sevilla;2 hab.;158;131 m²;2;0;0;41014;1970;3
Chalet en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;6 hab.;1440;321 m²;3;0;1;41003;1978;44
Chalet en Puerta de la Carne - Judería, Sevilla;8 hab.;4500;1.000 m²;4;0;0;41004;0;53
Chalet en San Jerónimo, Sevilla;3 hab.;173;82 m²;2;0;0;41015;0;0
Chalet en San Julián, Sevilla;10 hab.;600;350 m²;7;1;1;41003;1960;44
Chalet en San Julián, Sevilla;8 hab.;460;272 m²;3;0;0;41003;0;44
Chalet en San Julián, Sevilla;5 hab.;396;200 m²;2;0;0;41003;0;44
Chalet en San Vicente, Sevilla;8 hab.;689,325;227 m²;3;0;1;41002;1950;17
Chalet en Santa Clara, Sevilla;6 hab.;680;495 m²;2;1;1;41007;0;3
Chalet en Santa Cruz - Alfalfa, Sevilla;5 hab.;1395;280 m²;3;1;0;41004;1975;53
Chalet en Santa Cruz - Alfalfa, Sevilla;7 hab.;795;300 m²;3;0;1;41004;1900;53
Chalet en Santa Cruz - Alfalfa, Sevilla;2 hab.;310,02;89 m²;2;0;1;41004;1943;53
Chalet en Torreblanca, Sevilla;2 hab.;29;74 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;44;60 m²;1;0;0;41016;1967;1
Chalet en Torreblanca, Sevilla;1 hab.;46,4;94 m²;1;0;0;41016;1983;1
Chalet en Torreblanca, Sevilla;4 hab.;56;91 m²;1;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;2 hab.;56;89 m²;1;0;0;41016;1960;1
Chalet en Torreblanca, Sevilla;1 hab.;56,4;66 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;1 hab.;59;181 m²;2;1;0;41016;2009;1
Chalet en Torreblanca, Sevilla;2 hab.;61;75 m²;1;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;61;48 m²;1;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;64;106 m²;1;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;73;136 m²;1;0;1;41016;1973;1
Chalet en Torreblanca, Sevilla;5 hab.;73;165 m²;2;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;2 hab.;76;132 m²;1;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;78;132 m²;1;0;1;41016;1964;1
Chalet en Torreblanca, Sevilla;4 hab.;80,3;146 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;8 hab.;80,4;215 m²;3;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;5 hab.;81;178 m²;1;1;0;41016;1978;1
Chalet en Torreblanca, Sevilla;3 hab.;81;89 m²;1;0;0;41016;1981;1
Chalet en Torreblanca, Sevilla;3 hab.;82;132 m²;1;0;1;41016;1974;1
Chalet en Torreblanca, Sevilla;3 hab.;84;140 m²;1;1;1;41016;1984;1
Chalet en Torreblanca, Sevilla;3 hab.;86;128 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;88;150 m²;1;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;89;158 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;91;162 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;5 hab.;96;182 m²;2;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;5 hab.;96;169 m²;2;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;96;152 m²;2;0;1;41016;1972;1
Chalet en Torreblanca, Sevilla;6 hab.;96;173 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;96;122 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;96;155 m²;1;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;96;155 m²;2;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;102;124 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;105;152 m²;1;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;7 hab.;107;160 m²;2;1;1;41016;1970;1
Chalet en Torreblanca, Sevilla;3 hab.;107;130 m²;1;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;107;140 m²;2;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;107;159 m²;2;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;109;265 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;110;163 m²;1;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;112;155 m²;2;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;112;143 m²;2;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;113;171 m²;1;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;115;177 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;7 hab.;117;242 m²;2;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;119;211 m²;1;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;5 hab.;120;180 m²;2;0;1;41016;1979;1
Chalet en Torreblanca, Sevilla;3 hab.;121;167 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;122;231 m²;1;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;125,9;129 m²;1;0;0;41016;1965;1
Chalet en Torreblanca, Sevilla;4 hab.;127;205 m²;1;0;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;127;170 m²;2;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;137;138 m²;2;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;5 hab.;137;215 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;140;350 m²;2;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;147;204 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;147;215 m²;2;1;0;41016;0;1
Chalet en Torreblanca, Sevilla;4 hab.;167;367 m²;2;1;1;41016;0;1
Chalet en Torreblanca, Sevilla;3 hab.;157;162 m²;1;0;0;41016;0;1
Chalet en Torreblanca, Sevilla;6 hab.;157;272 m²;2;0;1;41016;1979;1
Chalet en Torreblanca, Sevilla;3 hab.;157;325 m²;1;1;0;41016;0;1
Chalet en Urbanización Ciudad Verde, Avenida de las Ciencias, Sevilla;5 hab.;242;136 m²;2;1;1;41020;1985;6
Chalet pareado en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;288;178 m²;2;1;1;41020;1989;6
Chalet pareado en Alvar Nuñez Cabeza de Vaca, Santa Clara, Sevilla;7 hab.;475;320 m²;3;1;1;41007;1990;3
Chalet pareado en ANTONIO DE SOLIS, Nervión, Sevilla;12 hab.;850;400 m²;7;0;1;41005;2005;2
Chalet pareado en Avenida de las Ciencias, Sevilla;4 hab.;655;330 m²;5;1;1;41020;0;6
Chalet pareado en Avenida de las Ciencias, Sevilla;4 hab.;395;256 m²;2;1;1;41020;0;6
Chalet pareado en calle Alfarería, Calle Betis - Pagés del Corro, Sevilla;7 hab.;517;204 m²;2;0;1;41010;1987;5
Chalet pareado en calle Amsterdam, Los Bermejales, Sevilla;5 hab.;700;280 m²;3;1;1;41012;0;3
Chalet pareado en calle Hípica, Avenida de las Ciencias, Sevilla;5 hab.;256;149 m²;2;1;0;41020;1990;6
Chalet pareado en calle Luis Fuentes Bejarano, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;3 hab.;335;180 m²;2;0;0;41020;0;6
Chalet pareado en calle Membrillo, s/n, San Jerónimo, Sevilla;3 hab.;86;82 m²;1;0;0;41015;1960;0
Chalet pareado en calle Pisón, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;269;185 m²;2;1;1;41020;1992;6
Chalet pareado en calle Rosario Vega, Calle Betis - Pagés del Corro, Sevilla;5 hab.;2100;395 m²;4;0;1;41010;1960;5
Chalet pareado en calle Tomás Pérez, Cerro del Águila, Sevilla;6 hab.;280;335 m²;2;1;1;41006;0;1
Chalet pareado en Encarnación-Las Setas, Sevilla;10 hab.;860;550 m²;5;0;1;41003;0;44
Chalet pareado en Nervión, Sevilla;9 hab.;579;300 m²;3;1;1;41005;1975;2
Chalet pareado en Plaza de la Gavidia-San Lorenzo, Sevilla;8 hab.;655;201 m²;3;0;1;41002;1950;17
Chalet pareado en Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;560;151 m²;2;0;1;41002;1928;17
Chalet pareado en plaza San Gonzalo, Barrio León - Tardón, Sevilla;4 hab.;500;141 m²;2;1;1;41010;0;5
Chalet pareado en Reina Mercedes - Heliópolis, Sevilla;4 hab.;800;372 m²;2;1;1;41012;0;3
Chalet pareado en Reina Mercedes - Heliópolis, Sevilla;5 hab.;695;325 m²;3;1;0;41012;0;3
Chalet pareado en Reina Mercedes - Heliópolis, Sevilla;7 hab.;650;262 m²;4;1;0;41012;1992;3
Chalet pareado en San Bernardo-Buhaira-Huerta del Rey, Sevilla;2 hab.;450;135 m²;2;0;0;41018;0;5
Chalet pareado en San Bernardo-Buhaira-Huerta del Rey, Sevilla;2 hab.;450;135 m²;2;0;0;41018;0;5
Chalet pareado en Sevilla Este. Luis Fuente Bejarano, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;285;185 m²;2;1;0;41020;1989;6
Chalet pareado en Tiro de Línea, Sevilla;3 hab.;410;160 m²;2;1;1;41013;2000;3
Cortijo en Bellavista, Sevilla;15 hab.;4500;2.500 m²;1;1;1;41014;0;3
Dúplex en alameda de Hércules, Alameda, Sevilla;2 hab.;309;106 m²;1;0;0;41002;0;17
Dúplex en Alameda, Sevilla;3 hab.;406;160 m²;2;0;0;41002;0;17
Dúplex en Alameda, Sevilla;2 hab.;235;74 m²;1;0;0;41002;0;17
Dúplex en Alameda, Sevilla;2 hab.;189,5;72 m²;1;0;0;41002;1970;17
Dúplex en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;289,6;180 m²;2;1;0;41020;1982;6
Dúplex en Almirante Espinosa, 6, Feria, Sevilla;2 hab.;249,9;108 m²;1;1;0;41003;2018;44
Dúplex en Alvarez quintero, Santa Cruz - Alfalfa, Sevilla;4 hab.;1225;216 m²;3;0;1;41004;2017;53
Dúplex en Arenal - Museo, Sevilla;5 hab.;1100;299 m²;5;1;1;41001;0;48
Dúplex en Arenal - Museo, Sevilla;7 hab.;1000;300 m²;3;1;1;41001;0;48
Dúplex en Arroyo - Santa Justa, Sevilla;2 hab.;321;85 m²;2;1;1;41007;2005;3
Dúplex en avenida de italia, Los Bermejales, Sevilla;5 hab.;650;250 m²;4;1;1;41012;0;3
Dúplex en avenida de la Buhaira, San Bernardo-Buhaira-Huerta del Rey, Sevilla;5 hab.;1100;250 m²;3;1;1;41018;2004;5
Dúplex en avenida de Ramón y Cajal, Nervión, Sevilla;4 hab.;368;125 m²;2;1;1;41005;0;2
Dúplex en avenida de Ramón y Cajal, Nervión, Sevilla;4 hab.;368;125 m²;2;1;1;41005;1979;2
Dúplex en avenida de Ramón y Cajal, Nervión, Sevilla;4 hab.;368;125 m²;2;1;1;41005;1979;2
Dúplex en avenida de Ramón y Cajal, Nervión, Sevilla;4 hab.;360;120 m²;2;1;1;41005;0;2
Dúplex en calle Alfaqueque, Sevilla, San Vicente, Sevilla;1 hab.;228;60 m²;2;0;0;41002;0;17
Dúplex en calle Argote de Molina, Santa Cruz - Alfalfa, Sevilla;4 hab.;1000;298 m²;4;0;1;41004;0;53
Dúplex en calle Azafrán, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;360;102 m²;2;1;0;41003;0;44
Dúplex en Calle Betis - Pagés del Corro, Sevilla;3 hab.;595;138 m²;3;1;0;41010;2006;5
Dúplex en Calle Betis - Pagés del Corro, Sevilla;2 hab.;299;120 m²;2;0;0;41010;1998;5
Dúplex en calle Corral del Rey, Santa Cruz - Alfalfa, Sevilla;3 hab.;740;120 m²;2;1;1;41004;0;53
Dúplex en calle de Torreblanca, 1, San Julián, Sevilla;3 hab.;244,9;105 m²;1;0;0;41003;1980;44
Dúplex en calle Felipe II, Felipe II - Bueno Monreal, Sevilla;4 hab.;349,5;134 m²;2;0;1;41013;0;3
Dúplex en calle Flor de Azalea, Avenida de las Ciencias, Sevilla;2 hab.;138;128 m²;2;1;0;41020;1997;6
Dúplex en calle Florencio Quintero, Cruz Roja - Capuchinos, Sevilla;3 hab.;352;153 m²;3;1;0;41009;0;2
Dúplex en calle Florencio Quintero, Cruz Roja - Capuchinos, Sevilla;3 hab.;329;143 m²;3;1;1;41009;0;2
Dúplex en calle Florencio Quintero, Cruz Roja - Capuchinos, Sevilla;2 hab.;252;110 m²;1;1;0;41009;0;2
Dúplex en calle Florencio Quintero, Cruz Roja - Capuchinos, Sevilla;1 hab.;213;88 m²;1;1;1;41009;0;2
Dúplex en calle Infantes, Feria, Sevilla;1 hab.;340;93 m²;2;0;1;41003;0;44
Dúplex en calle María Auxiliadora, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;3 hab.;269;115 m²;2;0;0;41003;0;44
Dúplex en calle Reina del Mundo, 3, Su Eminencia - La Oliva, Sevilla;3 hab.;52,5;75 m²;2;0;0;41013;0;3
Dúplex en calle Reina del Mundo, Su Eminencia - La Oliva, Sevilla;1 hab.;52,5;75 m²;1;0;0;41013;0;3
Dúplex en calle Salado, Plaza de Cuba - República Argentina, Sevilla;2 hab.;477;159 m²;2;0;1;41011;0;2
Dúplex en calle Santillana, Encarnación-Las Setas, Sevilla;3 hab.;510;156 m²;3;0;1;41003;1992;44
Dúplex en calle Santo Rey, San Bernardo-Buhaira-Huerta del Rey, Sevilla;3 hab.;415;109 m²;3;0;1;41018;0;5
Dúplex en calle Sol, 111, San Julián, Sevilla;2 hab.;225;85 m²;2;0;0;41003;0;44
Dúplex en calle Velarde, Arenal - Museo, Sevilla;1 hab.;255;68 m²;1;0;1;41001;0;48
Dúplex en Cardenal Cisneros, 3, Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;699;184 m²;3;0;1;41002;2019;17
Dúplex en Cruz Roja - Capuchinos, Sevilla;2 hab.;252;80 m²;1;0;0;41009;2009;2
Dúplex en Encarnación-Las Setas, Sevilla;4 hab.;490;170 m²;3;0;1;41003;0;44
Dúplex en Feria, Sevilla;2 hab.;410;75 m²;2;1;0;41003;1994;44
Dúplex en Feria, Sevilla;3 hab.;255;101 m²;2;0;0;41003;1991;44
